label,Tweet
2,salah satu bentuk bela kita hadap palestina adalah dengan cara ajar kepada generasi anak kita dan para siswa bahwa israel adalah teroris jajah israelstopplayingvictim
0,ini baru benar seru gencat senjata bkn ngomporin suruh perang arab saudi-mesir seru gencat senjata di gaza
0,bagaimana konflik israel-palestina bisa selesai kalau yang satu acu pada hukum agama yakni tanah yang janji tuhan satu lagi acu pada hukum dunia yakni tanah leluhur di sana itu laku agama di atas negara atau negara di atas agama
0,harus selesai yang permanen antara palestina dan israel ini agar tidak selalu ulang
1,harus selesai yang permanen antara palestina dan israel ini agar tidak selalu ulang
1,dari kecil saya juga tau seperti apa bangsa yahudi di alkitab juga smua tulis yang pasti kamu bela hamas perang dan israel pun senang jadi kalian itu sama saja agama tanpa nalar
2,jenis begini yang bela kalian sehat kadrun mikirin rakyat palestina juga enggak rakyat palestina tameng dan israel jadi bagai sebab rusuh hamas tidak jauh dari teroris
1,palestina dan israel benar baik baik saja karena teroris yang nama hamas sipil jadi korban seperti di indonesia kadrun di pelihara akibat bahasa anjing goblok dll keluar dr mulut emak
1,suka tidak suka israel adalah negara merdeka dan daulat aku pbb sedang hamas hamas tidak serta merta bisa wakil perintah palestina justru rakyat palestina jadi korban hamas dan israel adalah di kambing hitam paham
2,yang goblok israel bukan dendam sama palestina tapi hamas yang jadi provokator dan israel rasa harus tahan hak dan bela diri
1,saya tidak bela israel tapi saya kata bahwa ini bukan perang agama duta besar palestina saja aku masa orang luar masih ngomong ini kait dengan sentimen agama yang saya kutuk sini adalah hamas dan zionis israel korban adalah rakyat sipil palestina dan israel
1,apa dengan israel apa dengan palestina apa dengan indonesia dan lain lain tidak apa mari selesai konflik dengan cara yang baik jangan bawa isu agama kait perang israel hari ini palestina murni tahan tanah negara nya
0,saya masih beda hamas bukan palestina hamas tidak wakil rakyat palestina hamas tidak wakil perintah palestina hamas punya penting politik politik hamas rakyat palestina jadi bumper dan israel kambing hitam seperti itu
1,konflik batas palestina-israel hadir dengan narasi ringan namun beri alam depresif yang kuat
1,hamas itu ikhwanul muslimun im im nyata larang di hampir semua negara arab negara arab tidak yang serius merdeka palestina mereka punya agenda sendiri untuk aneksasi wilayah palestina dan israel arab tak akan banyak buat seperti biasa
2,makin banyak saja orang goblok di indonesia ini kalau mau bantu rakyat palestina paksa hamas dan israel duduk di meja runding lama hamas ingin lenyap israel nggak akan pernah konflik di palestina israel akhir
0,yang hamas dan israel makin gencar sandiwara
0,gak yang suka perang atau jajah apa yang jadi antara palestina dan israel patut kita sesal
1,soal hamas dan israel telah alih perhati publik dari kasus korupsi radikalisme terorisme nista agama dan lain lain dalam negeri polri tolong tetap fokus ya jangan lupa nyata banyak main drama di negeri ini
2,israel teroris itu fakta nyata
1,biar bisa fokus ke isu palestina atau isu wilayah konflik lain rasa ingin tahu mulai dari masa jaya islam ya karena kalau lihat dari sekarang saja pasti banyak kabur dan bingung worldstandwithpalestine
1,banyak yang pandang perang konflik antara hamas dan israel
1,palestina dan israel bukan masalah baru di dunia ini yang baru adalah masalah covid israel pimpin palestina pimpin indonesia pimpin apa kata pimpin
1,yang aku lihat sih mungkin sedang jadi peranfg fraksi yang main adalah hamas dan israel mungkin negara arab bukan diam tapi dukung hamas baik cara logistik dan senjata agar bisa lawan israel dan tentu kita tahu siapa di balik israel itu
1,mau ikut komen soal konflik palestina vs israel tapi telah baca sejarah panjang mereka tambah isu politik sentimen agama dan penting negara lain sangat lengkap ya jadi cuma bisa doa aja smoga damai segera hampir kawasan itu kasi rakyat
2,omong kosong bicara manusia isu palestina kurang tragedi manusia nya mana diam saja bahkan ikut kerdil isu palestina seperti kadrun bukan justru kurang manusiawi jahat perang lawan hukum international di siang bolong bagaimana bisa anggap dar konflik
2,gimana drun perintah china undang para pihak dari palestina dan israel untuk runding di china undang ini datang di tengah eskalasi serang antara israel dan palestina di jalur gaza
2,balik peristiwa saling serang palestina dan israel ujung cuma kadrun minta sumbang
2,lagi ya isu palestina ini sudah larut dari kecil kita selalu cekok israel jahat palestina putih baik sekali coba liat dari sisi tiga kita anggap bela israel kafir lah ini lah ya cara logika aja konflik pelihara pasti yang untung
1,sungguh konflik palestina dan israel sangat uras energi tiada cara lagi untuk bisa tangan hal sebut kecuali dengan tunggu datang imam mahdi
0,konflik palestina dan israel yang makin tajam buat jumlah figur publik dan selebriti dunia ikut angkat suara
1,isu dan masalah politik nasional dalam negeri hanyut ketika oleh isu konflik palestina israel sampai segitunya ini konflik saya harap dunia ini kembali hidup damai dan tentram sampai segitunya kita lupa negara sendiri dan di negara sendiri ini masih banyak yang susah
0,konflik palestina dan israel bukan bagai hanya dar lihat bagai konflik agama
0,banding bangsa palestina dan israel tak pernah bisa jadi karena dua pada posisi yang tentang bangsa jajah dan negara jajah di buah zaman yang hidup dengan maju teknologi
1,saya tuju israel nabi ya qub dulu dan israel sekarang beda dan yang saat ini tetap sana dan pegang kuasa adalah yahudi sesat moga saudara
0,konflik antara israel dengan palestina ikut bayang ekonomi indonesia indonesia bisa kena dampak tidak langsung dari konflik dua negara
2,lihat konflik israel-palestina dari sudut pandang beda serta kompleksitas konflik penting di balik upaya damai userstory
1,tiap soal rumit dan kompleks apa bisa cari selesai lewat dialog hasil tidak tidak kita sedang ajar jadi manusia yang humanis soal palestina dan israel jadi tantang besar soal dialog dan humanisme
1,harus salah satu negara yang laku serang ke israel untuk bantu palestina pasti muncul cara spontan bagai bentuk solidaritas sayang masing-masing negara
1,bukan masalah bela israel tapi kenapa hukum berat belah dan akan kendali mayoritas kalau mau adil baik yang hina palestina dan israel di tangkap well
1,sikap indonesia cukup jelas benar dukung dua negara untuk henti saling serang dan paksa palestina dan israel untuk aku daulat negara masing sayang hamas
1,sikap indonesia cukup jelas benar dukung dua negara untuk henti saling serang dan paksa palestina dan israel untuk aku daulat negara masing syangnya hamas trs provokasi agar hal itu tidak jadi
0,konflik saat ini karena israel asai garis keras tapi israel
2,yahudi itu sudah kutuk tuhan banyak negara yang kutuk serang israel ke palestina gak akan ngaruh lah worldstandswithpalestine
0,sudah masalah palestina dan israel masalah di negeri ini aja masih belum selesai sampai ke akar
0,sudah masalah palestina dan israel masalah di negeri ini aja masih belum selesai sampai ke akar
1,moga situasi segera baik di palestina dan juga daerah yang konflik rebut lahan
1,ya jangan cuma begitu viral kayak lebay banget kalau dia peduli manusia harus dia gak cuma suara konflik palestina-israel doang tapi yang lain juga ga dia suara
2,karena rumit gak ketulungan jadi ku cover hal basic-nya aja inti bab ini bicara tentang konflik palestina-israel dan posisi as di seteru sebut ujung tidak jadi sepakat
1,resolusi pbb yang bisa henti konflik israel palestina itu solusi jika tidak ingin perang terus jadi benjamin tahu itu gak punya hati nurani udah kasih
2,pbb benar gak guna lihat dari konflik di palestina pbb itu gak ngaruh ke israel
1,saat ini yang perang hamas vs israel mana hamas yang restu rakyat palestina tolak israel akan merdeka palestina rebut padahal israel merdeka palestina harap
1,ketika tarik ke masalah agama maka yang paling bingung adalah umat yahudi di palestina dan umat muslim di israel lebih enak kalau nyebutnya konflik agraria
2,tahu bodoh bani bipang konflik israel palestina itu konflik politik bukan agama coba henti bkin bias dengan ngasih judul mancing gtu malah d katain b
1,nah itu saya juga hanya diri dan tunjuk fakta yang benar seperti itu dan saya bukan tidak peduli dengan rakyat palestina kali saya tulis hamas lah yang sengaja korban rakyat palestina dan israel paksa jadi kambing hitam
0,palestina dan israel damai
1,konflik israel dan hamas palestina makin tingkat pihak luar jangan jadi provokator runcing ada semua otoritas bijak negara pbb harus upaya kendali agar tidak makin luap
1,nah itu inti adalah hamas itu musuh rakyat palestina dan israel itu yang harus di salah buat ribut hamas masalah banyak malah salahin israel dan lari ke masalah agama sengketa lahan dan israel jajah
2,entah isu apalagi yang akan main oleh hamas dan israel ini karena kalau kacau pasti buka hamas dan israel tapi palestina yang kena islam lagi yahudi lagi miris
2,ya iya orang goblok im sudah jadi teroris oleh negara arab yang makmur pro barat karena hamas sudah main sendiri luar kendali us inggris dan israel yang cipta mereka cuma orang goblok yang tidak tahu hamas dan isis guna untuk promo dan jual senjata
0,konflik ulang jadi antara israel dan palestina serikat bangsa seru gencat senjata dan kembali ke solusi dua negara
0,bangsa indonesia wajib dukung palestina
0,sengketa panjang palestina dan israel sudah seperti film perang horor yang putar ulang
1,bangsa indonesia wajib dukung palestina sesuai amanah uud bicara palestina dan israel bukan soal agama tapi soal manusia rena jelas israel adalah jajah israel telah rebut wilayah palestina maka bangsa indonesia tak boleh dukung jajah palestina
2,konflik palestina dan israel itu tak ubah seperti konflik cebong dan kadrun sampai kiamat enggak akan pernah kata damai paham drun
0,sampai saat ini palestina tidak aku oleh pbb bagai buah negara tetapi tiap jadi konflik palestina vs israel
1,sampai saat ini palestina tidak di aku oleh pbb bagai buah negara tetapi tiap jadi konflik palestina vs israel selalu di undang oleh pbb untuk damai dua belah pihak selain itu juga wilayah dan rakyat israel seperti sudah pisah antara palestina dan israel sendiri
1,hamas kurang lebih macam di poso dulu orang di provokasi dan hingga banyak korban jatuh padahal palestina dan israel satu rumpun karena yang mancing di air keruh itu jadi
0,galang donasi itu hikmah dari konflik palestina
2,gue udah muak bener liat netizen goblok yang bawa agama tentang konflik palestina israel tolol kalian bayang aja
2,gara perang palestina dan israel kisah lanjut investasi bodong mart tenggelam
1,om addie rakyat indonesia perlu tau bahwa perang sana itu bukan agama jadi yang kita bela baik manusia karna rakyat palestina dan israel sama korban mereka yang ingin kuasa dengan label
1,om addie rakyat indonesia perlu tahu bahwa perang sana itu bukan agama jadi yang kita bela baik manusia karena rakyat palestina dan israel sama korban mereka yang ingin kuasa dengan label agama
2,mau kalian kata apa juga gak ngaruh fakta banyak warga palestina yang mati akibat konflik yang cipta israel hamas dukung doa kalian yang mana yang dikabulin oleh allah oleh tuhan oleh tuhan kelompok konflik sudah lama jadi kamu hitung berapa orang palestina yang mati
0,habis baca konflik israel sama palestina dari sudut pandang langsung ngebul otak gue kakak
2,gimana mau damai kalau gak yang angkat kaki sangat aneh gambar kondisi israel palestina dengan iklan minum yang ini
1,heran juga dengan orang yang lebih peduli dengan konflik palestina malah buat ladang minta minta atas nama donasi manusia ya di negeri sendiri tidak peduli karena bukan iman miris
2,heran juga dengan orang yang lebih peduli dengan konflik palestina
0,aku hanya bisa doa moga juang bangsa palestina menang dan israel kalah westandwithpalestine freealaqsa
0,konflik tanah di timur tengah antara israel vs palestina adalah ajar untuk para orang tua maksud lo gin dul
1,israel lah yang mulai konflik jadi yang asli teroris itu ya israel kalau gak hamas bagaimana dengan korban di pihak palestina logika si gitu aja tapi ya sudah
1,susah sadar tetangga kompleks bahwa konflik palestina israel itu bukan soal agama padahal sudah tua
2,israel lah yang mulai konflik jadi yang asli teroris itu ya israel kalau gak hamas bagaimana dengan korban di pihak palestina logika si gitu aja tapi ya sudah yahudi pesek kan emang sudah di cantum dalam kitab orang yahudi sudah ribu tahun lama
1,tambah pengetahuanan tentang israel-palestina benar sejarah wallahu alam yang jelas yang saya paham konflik sebut bukan masalah agama tapi masalah tanah
0,kami siap dukung jika dua belah pihak siap laku gencat senjata
0,untuk saudara saudara bangsa israel salam hormat salam damai dan sejahtera kami selaku anak negeri nusantara indonesia sampai turut belasungkawa kepada rakyat sipil israel yang juga jadi korban peperangan antara hamas dan israel
1,bagi besar warga indonesia tutup mata dan masa bodoh dengan fakta sebab konflik hamas-israel hanya karena iman
2,saat dunia marah dengan brutal israel di wilayah palestina kelompok orang bodoh di indonesia sibuk salah palestina mungkin mereka baru akan sadar bodoh kalau besok keluarga aniaya orang tanpa alas apa jangan baru mikir telah kepala ketok
1,tidak kalau kamu tidak bisa pro dengan palestina jangan sekali kali kamu senang dengan perilaku israel allah saja pernah kutuk mereka jadi kera westandwithpalestine westandwithpalestine westandwithpalestine
2,pbb mau bikin gencat senjata tapi tolak terus sama amerika sulit paham nalar
0,yahudi tidak sama identik dengan israel jangan campur adu provokasi masalah palestina vs israel cara politik wilayah dengan dogma agama mana tidak dominan islam nasrani yahudi di dua wilayah ini msg punya anut agama yang sama tsb zionist lah sebab
2,aku paling males kalau suruh empat pada konflik israel vs palestina
2,aku paling males kalau suruh empat pada konflik israel vs palestina
0,israel itu bantai rakyat palestina gak usah pakai teori cukup hidup hati yang tutup padang ilalang itu
1,walau semua jabat dan semua lembaga negara saat ini lebih penting konflik hamas-israel daripada keluarga korban teroris di poso
1,syarat gencat senjata dari hamas adalah israel henti nista al aqsha henti jahat di syaikh jarrah dan bebas semua tahan yang kemaren tangkap israel jika tidak maka hamas siap masuk perang yang lebih besar
2,tapi palestina tidak baik juga mereka jadi anak bagai tameng perang biar israel kes jahat banget banyak kok video seliwer
1,palestina bukan hanya masalah agama tetapi lebih kepada jajah yang harus segera bebas bebas palestina
1,bila engkau minta sesuatu minta kepada allah dan bila engkau minta tolong minta tolong kepada allah hr tirmidzi satu bebas palestina standwithpalestine worldstandwithpalestine
0,jangan jadi sok bela konflik palestina dan israel bukan konflik agama lain wilayah karena palestina agama kristiani dan yahud begitu balik di israel adalah muslim dan kristiani
2,agresi belanda itu yang mati tentara belanda kalau di konflik ini palestina dan israel mati sipil jelas ini mah gak bela manusia maaf gue gak mau ngomong lanjut sama orang yang tuju orang sipil mati gak akan nymbung
1,jelas sekali konflik israel-palestina bukan konflik yang simetris orang zionis suka gambar diri bagai daud yang lawan goliath dalam dunia nyata palestina lah daud itu dan israel yang dukung eropa dan amerika adalah sang angkara murka goliath habis
0,perintah indonesia harap ikut peran aktif dalam atas konflik palestina dan israel palestina
0,ya allah bebas palestina dari kejam zionis israel laknat
0,gak percaya mereka dengan dukung nya ke palestina kecuali mereka bebas warga uighur
0,hanya raja sunda lah yang bisa selesai konflik palestina dan israel
1,konflik antara israel-palestina adalah salah satu konflik paling abadi dan paling tragis di dunia pecah konflik palestina dan israel tak bisa dipungkiri punya sejarah panjang dan penuh liku
1,turut saya lebih baik dua belah pihak damai sesuai dengan janji awal tentang bagi wilayah palestina dan israel
1,konflik palestina dan israel sungguh buat kita duka mari doa agar masing masing beri rendah hati untuk ampun dan saling dengar tuhan yesus tolong kami
0,konflik mula sejak runtuh khilafah utsmani inggris kuasa wilayah palestina dan prakarsa diri negara israel pada tahun pbb bagi wilayah palestina dan israel
1,harus perintah indonesia beri pengetahuanan tentang apa yang jadi di palestina dan israel karena masih banyak yang belum paham ini
2,ketika mereka kata bebas palestina yang mereka maksud adalah hancur israel saya dukung israel istandwithisrael
1,damai palestina hamas dan israel henti saling baku hantam sudah cukup pihak sipil yang jadi korban sengketa kalian ahmadiyahbersamapalestina
1,henti konflik israel palestina israel dan palestina masih saling adu senjata belum jelas pihak mana yang paling salah kelompok hamas yang kendali palestina atau israe
2,makin gila nih kalau di diam di bilang palestina dan israel hanya perang gara gara rebut wilayah
0,konflik israel dan palestina tak sudah bom terus jatuh
1,saya simpul bahwa reduksi konflik palestina-israel dengan narasi tidak kait agama adalah tuna sejarah dan nihil juang umat islam sejak zaman rasulullah saw dalam upaya bebas
2,palestina palestina bebas bebas yahudi yahudi hancur hancur jd inget jaman eks
1,gejolak palestina dan israel itu mulai dari zaman nabi nabi hingga saat ini pasang surut selisih sana tidak damai sana kecuali tanda tanda dunia ini akan kiamat dan sombong
0,konflik yang jadi antara palestina dan israel bukan konflik soal agama
1,konflik yang jadi antara palestina dan israel bukan konflik soal agama jadi di harap agar tanggap dengan positif jangan alih soal
2,ya allah laknat israel bebas palestine
2,iya ya kok gemes ya sama ada yahudi pesek di negara ini suka giring opini konflik di palestina dan jajah israel dan ikut kok ya banyak mereka itu punya otak enggak sih
1,henti segera agresi militer yang laku oleh israel hadap palestina serang israel ke palestina rupa tragedi manusia yang tidak bisa toleransi kita indonesia
0,yang desak hamas untuk henti serang israel agar israel juga stop serang gaza harus juga desak israel untuk kembali tanah yang rampas di sheikh jarrah kepada warga palestina gusur karena awal mula konflik karena itu
2,yang konflik palestina dan israel yang ribut masalah ya warga indonesia emang tahu warga indonesia ini tiada tanding nya di dunia tapi negara nya enggak maju sangking tinggi tahu di negri ini
0,konflik israel-palestina tidak kait urus agama tapi jahat manusia ahmadiyahbersamapalestina
1,indonesia tidak perlu ikut campur soal palestina dan israel sok peduli ham di negeri orang sementara masalah ham hadap minoritas di negeri ini biar ingat teroris hamas dan islam syiah
2,sungguh salah orang yang tulis bahwa di palestina jadi konflik justru sana jadi bantai warga sipil anak dan wanita karena israel tahu mereka kelak hasil para juang yang lawan bengis zionis
2,ya rabb cepat perang gajah dan israel laknat ini dengan menang palestina dan usir israel laknat dari palestina
0,pemuda di mataram tangkap usai hina palestina dan israel di media sosial tiktok dia unggah video hina hadap palestina di media sosial tiktok dia lalu minta maaf namun justru
1,kenapa palestina dan israel tidak pakai cara indonesia di jamin aman dan nyaman
1,baik henti berita soal konflik jalur gazza palestina vs israel ini hanya jadi celah cari uang para bajing lama konflik ini akan lama masih banyak penting dan jadi ladang cari uang dari donasi empati stop berita konflik gazza
2,lihat laku para bajing ini baik yang kata diri moderat atau garis keras mereka semua akan bawa kristen untuk tutup munafik yang konflik israel-palestina tp yang sasar kristen
2,nyata sangat banyak yang ingin palestina dan israel terus konflik masuk yang sok peduli
2,nyata sangat banyak yang ingin palestina dan israel terus konflik masuk yang sok peduli
1,bang saya tuju soal hak hidup rakyat palestina di palestina tapi yang perang ini hamas dan israel hamas itu bukan negara bang
1,dia tidak laku salah yang berat seperti langgar konsitusi negara
1,waspada jangan pancing dengan donasi yang mengatasnamakan konflik di palestina kita indonesia
1,yang konflik bukan cuma palestina saja hampir negara jazirah arab konflik di sini lah di manfa atkan di indonesia buat cari untung sendiri yaman suriah irak konflik napa kadrun yang di indonesia gak koar
1,moga konflik peperangan terorisme jahat di mana dapat tumpas ya amin doa bagi selamat saudara kita di palestina moga konflik antara israel dan palestina dapat selesai dan akhir doa juga bagi saudara kita yang sedang susah di tanah indonesia
0,konflik palestina jadi sumber rejeki kumpul donasi
1,dia tawar solusi satu negara tapi turut itu bakal bikin konflik lebih kompleks lagi ideal tetep bagi negara dan sepenuh tepi barat asai palestina gaza sudah sepenuh kontrol
1,wajar lu belah hak minoritas di negri ini karena itu adalah saudara mu sendiri dukung kalian ke palestina itu juga hak kalian tapi dukung kalian itu jangan pakai embel agama bung ko kalian jadi hilang akal sehat begitu ya dalam sikap konflik negara itu
1,bahkan kalau nama konflik palestina-israel pun sudah tidak tepat agresi israel dan ampas tanah palestina adalah jadi sebernanya bayangin kita lagi makan meja kita d gebrak orang dan d usir dari rumah bahkan bunuh kok nama konflik
1,konflik antara israel dan palestina di seluruh negara pasti duduk faksi faksi yang dukung palestina sambil caci maki dan hujat israel faksi yang dukung israel dan hina palestina
1,bicara tentang palestina dan israel adalah masalah pihak yaitu benar dan zalim kalau yang diri di tengah olah sok netral lawan sekali itu tanda orang munafik punya muka lebih dari
0,jangan bicara tentang palestina dan israel belum bela dua orang tua kita
0,negara ini telah arah warga bahwa konflik israel-palestina adalah konflik agama
1,negara ini telah arah warga bahwa konflik israel-palestina adalah konflik agama
0,kalau anda rakyat palestina perempuan dan anak semua keluar dari daerah konflik dan tinggal para juang hamas dan teroris itu sana berani gak hadap serang israel
1,sungguh konflik israel vs palestina bukan konflik agama tapi orang yang tidak mau tau dengan sejarah dan hanya fanatik buta dengan agama akan susah men
1,dukung palestina dengan provokasi perang itu bukan alas manusia dorong israel henti serang
2,ketika kita di sini sedang puasa dan hari raya di sana mereka duka sungguh rumit konflik di palestina untuk ajar paham mungkin kita harus mulai dari jalan sejarah seperti yang bahas buku ini
0,kental konflik palestina dan israel tampak buat persepsi kolektif publik hadap isu ini makin ada di titik nadir
1,saya rasa lama ini yang saya tau gereja se indonesia doa supaya konflik palestina-israel di selesai dengan damai dan doa supaya tuhan karunia damai sana tidak muka kristen ajar benci hadap palestina mohon tweetnya di tinjau kembali bung
1,sama hal juga dengan konflik palestina ini kenapa gak tiap negara muslim kirim minimal rb tentara
1,kalau yang kait dengan agama mungkin gagal paham atau sengaja ingin manfaat konflik israel hamas untuk penting politik konflik israel dan palestina tidak kait agama perintah minta edukasi masyarakat
1,konflik palestina vs israel itu bagaimana covid hendak allah jika allah hendak amat mudah henti namun mengapa tangguh hingga sekian lama
0,kok jadi aneh lagi d posisi menang malah minta gencat senjata
0,untuk apa laku temu antara anggota oki kalau cuma bisa minta gencat senjata puluh tahun itu juga isi perang henti dengan perang demikian yang laku amerika saat pd ii kalau cuma jadi tengah mungkin eropa timur teng sudah asai asia oleh jepang
1,jadi bisa kita lihat betapa gencat senjata begitu penting bagi pihak yang desak pasca merdeka ri aku cara internasional hampir tidak pernah operasi militer asing terang an
0,konflik palestina bukan konflik agama tapi lebih ke rebut wilayah sempadan
1,harus kita sama tahu bahwa para tokoh diri bangsa dan para presiden dari dulu hingga sekarang semua bicara tentang konflik jajah yang di timbul israel kepada palestina dari dulu hingga kini eh cuma cebong indonesia yang bela israel
0,gue gak dukung palestina dan israel karena itu urus negara mereka lagi pula mereka perang bukan karena agama tapi politik
0,gue gak dukung palestina dan israel karena itu urus negara mereka lagi pula mereka perang bukan karena agama tapi politik
1,biar adil yang hina palestina dan israel sama sama proses ya
2,konflik palestina-israel bukan urus indonesia korupsi bukan urus rakyat tka china bukan urus rt rw di indonesia teroris itu urus umat islam begitu kah maksud tambah
1,konflik dan serang baru ini tambah panjang daftar sejarah konflik palestina dan israel ini yang perlu tahu soal konflik usia ratus tahun
2,konflik gak akan sembuh
2,konflik gak akan sembuh lama orang luar yang sok tahu masukin isu sektarian dalam peta konflik palestina-israel bumbu ini malah bikin runyam
2,yup utama netizen indonesia yang masih banyak malas cari sumber baca tau palestina-islam israel-yahudi amerika-kristen sektarian model begini yang bikin konflik makin rumit dan jauh dari kata selesai
1,apa cara tiap orang atau warga indonesia dalam hadap konflik israel palestina yang sudah langsung lama mari kita hormat tanpa harus caci tiap orang punya cara sendiri jika tidak suka dengan cara lebih baik diam saja dan mari kita doa untuk palestina
0,bawa isu sektarian dan agama dalam konflik palestina-israel gak akan selesai masalah yang malah kayak nambahin bensin ke api yang kobar
1,justru hamaslah yang belok landas dasar konflik rakyat palestina dengan zionis sekalipun mayoritas netizen dukung hamas
2,biasa kadrun jual nama rakyat palestina entar ujung donasi pula negara lain konflik bacot kadrun teriak teriak negara sendiri konflik poso kkb bacot kadrun diam
0,tak informasi yang netral bahkan balut manis agama jadi info itu seperti hoax yang halal konflik israel dan palestina tak kait agama perintah minta edukasi masyarakat klik untuk baca
1,tak informasi yang netral bahkan balut manis agama jadi info itu seperti hoax yang halal konflik israel dan palestina tak kait agama
0,kita terlalu sibuk pikir konflik israel palestina sampai kita lupa kalau ibu kota provinsi banten di serang
1,kutuk tempur nya sama dengan kutuk israel dan hamas kah atau hanya kutuk tempur saja tapi tidak kutuk israel maupun hamas konflik israel dengan hamas
0,keras dalam konflik antara israel dan kelompok militan palestina larut tanpa tanda gencat senjata
1,harap yang sama kami semua harap negara harus cepat merespon kasus yang di posso bagaimana negara respon cepat konflik yang nun jauh di palestina
2,yahudi pesek adalah hancur adab di muka bumi maka keluarga bumi harus lawan dan serang worldstandswithpalestine
1,selamat pagi dunia wishlist hari ini moga cepat jadi gencat senjata antara hamas dan israel perang itu sengsara
0,seteru hamas dan israel baik jangan bawa palestina
1,merdeka palestina sudah di aku di pbb jadi kalau lihat dari beberapa artikel tentang palestina dan israel ini saya lihat perang di dpertahankan untuk cari uang bagi hamas dan jual beli antar senjata antar negara israel juga banjir order iron dome nya
1,indonesia sampai habis energi bahkan kerah seluruh kuat pun gak akan ubah ada di palestina dan israel karna sama hal lawan takdir apa lagi kait dg agama karna soal bukan palestina vs israel tapi hamas adalah dalang dari itu semua
0,kalau bahas hamas dan israel gak bakal selesai dua sama orang itu
1,aku pribadi sudah tidak lihat agama dan iman siapaun yang jadi korban kejam teroris memang harus lebih di perhati oleh perintah masalah intoleransi dan terorisme sini jauh lebih darurat daripada masalah hamas dan israel
2,dari konflik palestina dan israel saya erti pbb lama ini tidak fungsi kerja nya hanya rapat saja
1,manfaat untuk konflik palestina hari ini padahal konflik sebut murni perang negara antara palestina dan israel yaitu israel rebut tanah milik palestina sedang israel klaim tanah palestina adalah tanah milik mereka yang janji tuhan
1,turut kita apa yang jadi antara palestina dan israel bukan konflik konflik jadi apabila dua belah pihak milik kuat yang sama sedang saat ini israel milik pasu dan senjata yang limpah tentu juga dapat dukung dari amerika serikat
1,orang yang bilang seteru palestina dan israel bukan urus kita tolong bilang ke yang ngomong itu besok gak usah kirim lagi pasu damai ke pbb karena konflik di luar negeri bukan urus kita yahudipesek
1,saya gak berani bicara tentang sejarah israel dan palestin karena saya tidak milik ilmu tentang itu yang jelas sekarang kita minta pbb untuk hadir sana agar perang bisa reda hamas dan israel sama sama keras dan tidak satu yang mau kalah
2,maksud kamu apa konflik di palestina dan israel bukan soal agama tapi soal manusia jadi kalau kamu enggka mau peduli ya diam saja enggak usah sok tahu kamu
0,jenderal purn am hendropriyono nyata konflik palestina dan israel bukan urus indonesia lain urus mereka bangsa arab dan yahudi
1,kita tidak tahu pasti yang jadi di sana antara hamas dan israel baik sikap indonesia bukan bela salah satu tetapi lebih ke tengah sama negara lain untuk kira dorong mereka untuk damai dan cari jalan keluar
0,benar palestina dan israel itu gak masalah bos yang biadab itu hamas mereka sengaja pancing agar dapat kucur dana international dan juga kemarin beli senjata mereka di tangkap sama patroli amerika ini yang buat hamas perang
1,dan gua orang yang tuju kalau palestina dan israel di masuk ke organisasi eropa karena kalau masuk organisasi timur tengah kaya oki pasti konflik agama makin kencang lord rangga ini jenius
1,yuk bela krisis manusia di konflik palestina-israel-nya cukup pakai donasi manusia untuk para korban dan doa agar krisis manusia ini cepat selesai dan damai bisa hadir di antara palestina dan israel
1,ini perang yang pola hampir tiap tahun pola provokasi-israel balas-roket hamas menyerang-israel merespon dengan serang udara-gencatan senjata lalu balik ke awal lagi
1,hati hati sikap konflik palestina dan israel harus arif dan bijaksana karena palestina punya peran dalam aku indonesia merdeka dan sesuai buka uud ri tahun bahwa indonesia komitmen jajah di atas dunia harus hapus
2,gubernur terlalu pintar palestina israel itu konflik wilayah gak usah bawa ke dalam negara indonesia bisa pecah antara pndukung palestina dan israel woy tolong henti bodoh ini
0,coba cek di tiktok fb ig twitter dll banyak sekali yang hina israel tanya kenapa mereka kok gak tangkap juga yuk main logika ngomong ngomong ini perang antar hamas dan israel bukan palestina ini rebut wilayah bukan agama
2,gimana cara mereka rasa hamas itu bela palestina bagai korban semata dan israel laku satu benci israel tapi puja arab saudi sampe lupa yen standar ganda gitu sudah gak mempan emang harus bilang bodoh aja
0,semua cuma propaganda yang bela palestina cuma cari donasi yang bela israel enggak punya empati konflik palestina dan israel memang sengaja gak niat baik dua belah pihak dan sekutu nya untuk akhir konflik rakyat yang derita pimpin nya sejahtera
2,pak tolong bebas anak sekolah yang di penjara karena hina palestina jangan diam saja tidak adil yang sangat buat rakyat kecil terdzalimi oleh laku polri
1,maaf kalau gak tuju tapi turut aku itu sanksi sosial yang mereka dapetin karena buat nya karena konflik antara palestina dan israel sudah bukan nyangkut agama lagi itu udah masalah manusia
1,aksi indonesia untuk palestina moga pak hendropriyono tahu sejarah ini bahwa konflik palestina dan israel sudah jadi urus kita sejak dulu westandwithpalestine freepalestine
0,pbb jangan mingkem dong konflik palestina dan israel bukan soal agama tetapi
1,kalau mau tahu ajar dulu sejarah adab islam cari bagi awal mulai konflik antara palestina dan israel itu jadi alas kenapa banyak yang bela atas nama agama tahu kan bom masjidil aqso tanah suci telah mek dan madinah jadi masih relevansi
1,aksi brutal lsrael hadap palestina buah langgar hak warga palestina untuk hidup pbb harus keluar maklumat untuk henti serang ke palestina dunia telah kutuk serang
